1.000000000000000000e+00,-1.464912062461147357e+00,8.537609250714243814e+00,2.368300362722043673e+01
1.000000000000000000e+00,-2.820025305605014410e+00,5.165705394267687822e+00,1.085706557159303465e+01
1.000000000000000000e+00,-8.323952425156056378e+00,-7.144674635706627086e+00,-3.708192875743199579e+01
1.000000000000000000e+00,-1.063293379698237118e+00,5.519073884127504215e+00,1.543063489298603841e+01
1.000000000000000000e+00,-9.617568885230394216e+00,9.503238774092483965e+00,1.027457855181666346e+01
1.000000000000000000e+00,-2.939773485450842827e+00,-1.103449464420647175e+00,-8.189895364163627178e+00
1.000000000000000000e+00,-7.832465637883235132e+00,1.025473484232685806e+00,-1.158851082306841285e+01
1.000000000000000000e+00,-4.663525606383109867e+00,1.175290212063028861e+00,-4.801180576577133152e+00
1.000000000000000000e+00,5.655108189923886641e+00,8.913783143634436357e+00,3.905156581075108591e+01
1.000000000000000000e+00,8.807168165444672070e+00,-7.551218769920087226e-01,1.634897069991331620e+01
1.000000000000000000e+00,4.852197776314666200e+00,4.543376788694427404e+00,2.433452591871261461e+01
1.000000000000000000e+00,1.273741039883521609e+00,8.797340250026561392e+00,2.993950282984672739e+01
1.000000000000000000e+00,7.612925428069704736e+00,6.814717807713073228e-01,1.827026619845333144e+01
1.000000000000000000e+00,5.685578347232961960e+00,-8.736341791783946320e+00,-1.383786868088591504e+01
1.000000000000000000e+00,-6.122480386412243902e+00,7.966076882976235396e+00,1.265326987610421838e+01
1.000000000000000000e+00,-8.780639470705020599e+00,3.041171516305068323e+00,-7.437764392494836230e+00
1.000000000000000000e+00,-1.275977844408478390e+00,5.710152612567593877e-01,1.610900949533213833e-01
1.000000000000000000e+00,4.792065646183207406e+00,6.410480965578290835e+00,2.981557418910128732e+01
1.000000000000000000e+00,5.754924676732830591e+00,1.264326778796663220e+00,1.630282968985564906e+01
1.000000000000000000e+00,-5.899182884345526290e+00,-9.250370222354915128e+00,-3.854947643575579974e+01
1.000000000000000000e+00,-7.781219272416322497e+00,-9.424430612907393368e+00,-4.283573038355482510e+01
1.000000000000000000e+00,-6.663826123620530950e-01,-5.378154088218423112e-02,-4.941098473706588834e-01
1.000000000000000000e+00,7.998885288254228954e+00,-9.909987870334830973e+00,-1.273219303449603501e+01
1.000000000000000000e+00,-5.086925704321261676e+00,9.135396886960197804e+00,1.823233925223807006e+01
1.000000000000000000e+00,-6.755557623301420733e+00,-3.513777091293912136e+00,-2.305244652048457965e+01
1.000000000000000000e+00,2.737529118955290386e+00,-9.954399638676633799e+00,-2.338814067811932063e+01
1.000000000000000000e+00,9.058910373925424864e+00,8.580070269735667665e+00,4.485803155705785628e+01
1.000000000000000000e+00,-1.698929627400502795e-02,3.460663292985550754e+00,1.134801128640864221e+01
1.000000000000000000e+00,-7.007259640703944470e+00,-6.036636474884384818e+00,-3.112442870606104250e+01
1.000000000000000000e+00,-3.665659312509259138e+00,-2.149953552648826260e+00,-1.278117928296499706e+01
1.000000000000000000e+00,-6.602387537091029657e+00,-7.649877133354756609e-01,-1.449973821418848630e+01
1.000000000000000000e+00,-2.504064551714535014e+00,-1.125216775717419182e-03,-4.011504753756222286e+00
1.000000000000000000e+00,-1.906664713006968270e+00,-7.710329354871598539e+00,-2.594431749062873394e+01
1.000000000000000000e+00,4.802522416264933369e+00,6.542497042740393454e+00,3.023253596075104710e+01
1.000000000000000000e+00,-1.501921827318055236e+00,7.687234795586263658e+00,2.105786073212268050e+01
1.000000000000000000e+00,-3.942724890969699914e-01,-6.077560292999635294e-01,-1.611813066093830571e+00
1.000000000000000000e+00,-4.844267667484616346e+00,-5.501410053517059140e+00,-2.519276549552041189e+01
1.000000000000000000e+00,2.342149654893898258e+00,-1.555073229133110857e+00,1.019079622388463946e+00
1.000000000000000000e+00,-9.151163818447706433e+00,1.920677590048466499e+00,-1.154029486675001337e+01
1.000000000000000000e+00,-1.535452623226891689e+00,-4.486545784832163264e+00,-1.553054260095027317e+01
1.000000000000000000e+00,-3.284438479054754723e+00,7.369806757410387377e+00,1.654054331412165268e+01
1.000000000000000000e+00,7.330032027087877822e+00,-6.090260504360680116e+00,-2.610717458906284705e+00
1.000000000000000000e+00,-2.527755904166399503e+00,-8.857328519619262153e+00,-3.062749736719058546e+01
1.000000000000000000e+00,8.074786092640771074e-01,-2.882140905609286818e+00,-6.031465498299706240e+00
1.000000000000000000e+00,6.652772197301750623e-01,4.913266097132183319e+00,1.707035273085690008e+01
1.000000000000000000e+00,-4.141013437799967889e+00,4.229315871130598481e+00,5.405920737791859665e+00
1.000000000000000000e+00,-8.042841398196181046e+00,7.763267019688541382e+00,8.204118262673262052e+00
1.000000000000000000e+00,-9.702151765840687503e+00,-7.572673532099534199e+00,-4.112232412797997938e+01
1.000000000000000000e+00,7.373948331001642487e+00,2.381597256208413782e+00,2.289268843062852454e+01
1.000000000000000000e+00,1.016685844897599722e+00,9.415931046580624297e+00,3.128116482953707234e+01
